year,kecamatan,jenis_kejahatan,crime_total
2025,KRAMAT JATI,Manipulasi data autentik secara elektronik (ITE),209
2025,KRAMAT JATI,Memasuki Pekarangan Tanpa Ijin,2
2025,KRAMAT JATI,Mengakibatkan Orang Mati,1
2025,KRAMAT JATI,Narkotika ( Narkoba ),100
2025,KRAMAT JATI,Pemalsuan Surat Otentik,5
2025,KRAMAT JATI,Pemerasan Dan Pengancaman,3
2025,KRAMAT JATI,Penadahan,2
2025,KRAMAT JATI,Pencemaran Nama Baik,3
2025,KRAMAT JATI,Pencurian Biasa,96
2025,KRAMAT JATI,Pencurian Dengan Kekerasan ( Curas ),1
2025,KRAMAT JATI,Pencurian Dengan Pemberatan ( Curat ),58
2025,KRAMAT JATI,Pencurian dalam lingkungan keluarga,1
2025,KRAMAT JATI,Pengancaman,6
2025,KRAMAT JATI,Penganiayaan,69
2025,KRAMAT JATI,Penganiayaan Berat ( Anirat ),8
2025,KRAMAT JATI,Pengeroyokan,27
2025,KRAMAT JATI,Pengerusakan,4
2025,KRAMAT JATI,Penggelapan,23
2025,KRAMAT JATI,Penipuan / Perbuatan Curang,130
2025,KRAMAT JATI,Penyelundupan Senjata api (senpi),1
2025,KRAMAT JATI,Penyerobotan Tanah,2
2025,KRAMAT JATI,Perampasan ( Premanisme ),7
2025,KRAMAT JATI,Perbuatan Yang Tidak Menyenangkan,7
2025,KRAMAT JATI,Percobaan Pencurian,3
2025,KRAMAT JATI,Perzinahan,1
2025,KRAMAT JATI,Tindak Pidana Dalam Perlindungan Anak,14
2025,KRAMAT JATI,UNCLASSIFIED,25
2025,MAKASAR,Cabul,2
2025,MAKASAR,Curanmor R-2,61
2025,MAKASAR,Kejahatan Tentang Jaminan Fidusia,2
2025,MAKASAR,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,MAKASAR,Kejahatan Tentang Pornografi,1
2025,MAKASAR,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,MAKASAR,Kejahatan Terkait Merek,1
2025,MAKASAR,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,MAKASAR,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),6
2025,MAKASAR,Kejahatan terkait Tenaga Kesehatan,1
2025,MAKASAR,Kekerasan Dalam Rumah Tangga,10
2025,MAKASAR,Kekerasan Seksual (KDRT),3
2025,MAKASAR,Manipulasi data autentik secara elektronik (ITE),178
2025,MAKASAR,Memasuki Pekarangan Tanpa Ijin,1
2025,MAKASAR,Narkotika ( Narkoba ),25
2025,MAKASAR,Pemalsuan Surat Otentik,4
2025,MAKASAR,Pemerasan Dan Pengancaman,9
2025,MAKASAR,Pencemaran Nama Baik,3
2025,MAKASAR,Pencurian Biasa,34
2025,MAKASAR,Pencurian Dengan Kekerasan ( Curas ),7
2025,MAKASAR,Pencurian Dengan Pemberatan ( Curat ),56
2025,MAKASAR,Pengancaman,1
2025,MAKASAR,Penganiayaan,30
2025,MAKASAR,Penganiayaan Berat ( Anirat ),10
2025,MAKASAR,Pengeroyokan,12
2025,MAKASAR,Pengerusakan,6
2025,MAKASAR,Penggelapan,16
2025,MAKASAR,Penghinaan,1
2025,MAKASAR,Penipuan / Perbuatan Curang,121
2025,MAKASAR,Perampasan ( Premanisme ),3
2025,MAKASAR,Perbuatan Yang Tidak Menyenangkan,5
2025,MAKASAR,Perzinahan,3
2025,MAKASAR,Tindak Pidana Dalam Perlindungan Anak,11
2025,MAKASAR,UNCLASSIFIED,25
2025,MAMPANG PRAPATAN,Curanmor R-2,9
2025,MAMPANG PRAPATAN,Hak Atas Kekayaan Intelektual ( HAKI ),1
2025,MAMPANG PRAPATAN,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,MAMPANG PRAPATAN,Kejahatan Tentang Pornografi,1
2025,MAMPANG PRAPATAN,Kejahatan Tentang Tenaga Kerja,1
2025,MAMPANG PRAPATAN,Kejahatan Terkait Perlindungan Data Pribadi,3
2025,MAMPANG PRAPATAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2025,MAMPANG PRAPATAN,Kejahatan terkait Tenaga Kesehatan,7
2025,MAMPANG PRAPATAN,Kekerasan Dalam Rumah Tangga,11
2025,MAMPANG PRAPATAN,Kekerasan Seksual (KDRT),8
2025,MAMPANG PRAPATAN,Manipulasi data autentik secara elektronik (ITE),148
2025,MAMPANG PRAPATAN,Melawan Kekuasaan Umum,1
2025,MAMPANG PRAPATAN,Memasuki Pekarangan Tanpa Ijin,4
2025,MAMPANG PRAPATAN,Narkotika ( Narkoba ),66
2025,MAMPANG PRAPATAN,Pemalsuan Mata Uang Dan Uang Kertas,1
2025,MAMPANG PRAPATAN,Pemalsuan Surat Otentik,9
2025,MAMPANG PRAPATAN,Pemerasan Dan Pengancaman,1
2025,MAMPANG PRAPATAN,Pencemaran Nama Baik,8
2025,MAMPANG PRAPATAN,Pencurian Biasa,43
2025,MAMPANG PRAPATAN,Pencurian Dengan Kekerasan ( Curas ),3
2025,MAMPANG PRAPATAN,Pencurian Dengan Pemberatan ( Curat ),50
2025,MAMPANG PRAPATAN,Pengancaman,1
2025,MAMPANG PRAPATAN,Penganiayaan,44
2025,MAMPANG PRAPATAN,Penganiayaan Berat ( Anirat ),4
2025,MAMPANG PRAPATAN,Pengeroyokan,19
2025,MAMPANG PRAPATAN,Pengerusakan,6
2025,MAMPANG PRAPATAN,Penggelapan,51
2025,MAMPANG PRAPATAN,Penipuan / Perbuatan Curang,103
2025,MAMPANG PRAPATAN,Penyerobotan Tanah,1
2025,MAMPANG PRAPATAN,Perampasan ( Premanisme ),1
2025,MAMPANG PRAPATAN,Perbuatan Yang Tidak Menyenangkan,2
2025,MAMPANG PRAPATAN,Perlindungan Konsumen,1
2025,MAMPANG PRAPATAN,Perzinahan,2
2025,MAMPANG PRAPATAN,Terhadap ketertiban umum,1
2025,MAMPANG PRAPATAN,Tindak Pidana Dalam Perlindungan Anak,7
2025,MAMPANG PRAPATAN,UNCLASSIFIED,20
2025,MATRAMAN,Cabul,1
2025,MATRAMAN,Curanmor R-2,32
2025,MATRAMAN,Kejahatan Tentang Jaminan Fidusia,2
2025,MATRAMAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),5
2025,MATRAMAN,Kejahatan terkait Tenaga Kesehatan,1
2025,MATRAMAN,Kekerasan Dalam Rumah Tangga,7
2025,MATRAMAN,Manipulasi data autentik secara elektronik (ITE),169
2025,MATRAMAN,Memasuki Pekarangan Tanpa Ijin,2
2025,MATRAMAN,Narkotika ( Narkoba ),68
2025,MATRAMAN,Pemalsuan Surat Otentik,2
2025,MATRAMAN,Pemerasan Dan Pengancaman,8
2025,MATRAMAN,Pencemaran Nama Baik,1
2025,MATRAMAN,Pencurian Biasa,44
2025,MATRAMAN,Pencurian Dengan Kekerasan ( Curas ),6
2025,MATRAMAN,Pencurian Dengan Pemberatan ( Curat ),87
2025,MATRAMAN,Pencurian dalam lingkungan keluarga,2
2025,MATRAMAN,Pengancaman,1
2025,MATRAMAN,Penganiayaan,15
2025,MATRAMAN,Penganiayaan Berat ( Anirat ),16
2025,MATRAMAN,Pengeroyokan,14
2025,MATRAMAN,Pengerusakan,3
2025,MATRAMAN,Penggelapan,16
2025,MATRAMAN,Penghinaan,2
2025,MATRAMAN,Penipuan / Perbuatan Curang,88
2025,MATRAMAN,Perbuatan Yang Tidak Menyenangkan,3
2025,MATRAMAN,Percobaan Pencurian,1
2025,MATRAMAN,Perkelahian Tanding,2
2025,MATRAMAN,Perkosaan,1
2025,MATRAMAN,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,MATRAMAN,Tindak Pidana Dalam Perlindungan Anak,6
2025,MATRAMAN,UNCLASSIFIED,22
2025,MENTENG,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,3
2025,MENTENG,Kejahatan Tentang Jaminan Fidusia,2
2025,MENTENG,Kejahatan Tentang Tenaga Kerja,1
2025,MENTENG,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,MENTENG,Kejahatan Terkait Merek,1
2025,MENTENG,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,MENTENG,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2025,MENTENG,Kejahatan terkait Tenaga Kesehatan,2
2025,MENTENG,Kekerasan Dalam Rumah Tangga,5
2025,MENTENG,Kekerasan Seksual (KDRT),7
2025,MENTENG,Manipulasi data autentik secara elektronik (ITE),99
2025,MENTENG,Membahayakan Keamanan Umum Bagi  Orang / Barang,2
2025,MENTENG,Mengakibatkan Orang Luka,1
2025,MENTENG,Mengakibatkan Orang Mati,1
2025,MENTENG,Narkotika ( Narkoba ),45
2025,MENTENG,Pemalsuan Surat Otentik,14
2025,MENTENG,Pemerasan,1
2025,MENTENG,Pemerasan Dan Pengancaman,8
2025,MENTENG,Pencemaran Nama Baik,7
2025,MENTENG,Pencurian Biasa,105
2025,MENTENG,Pencurian Dengan Kekerasan ( Curas ),2
2025,MENTENG,Pencurian Dengan Pemberatan ( Curat ),121
2025,MENTENG,Pengaduan Palsu,2
2025,MENTENG,Penganiayaan,30
2025,MENTENG,Penganiayaan Berat ( Anirat ),3
2025,MENTENG,Pengeroyokan,8
2025,MENTENG,Pengerusakan,4
2025,MENTENG,Penggelapan,61
2025,MENTENG,Penipuan / Perbuatan Curang,247
2025,MENTENG,Penyebaran Berita Bohong ( Hoax ),1
2025,MENTENG,Perampasan ( Premanisme ),1
2025,MENTENG,Perbankan,1
2025,MENTENG,Perbuatan Yang Tidak Menyenangkan,3
2025,MENTENG,Percobaan Pencurian,1
2025,MENTENG,Perlindungan Konsumen,1
2025,MENTENG,Perzinahan,2
2025,MENTENG,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2025,MENTENG,Sumpah Palsu Dan Keterangan Palsu,1
2025,MENTENG,Terhadap ketertiban umum,5
2025,MENTENG,Tindak Pidana Dalam Perlindungan Anak,9
2025,MENTENG,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2025,MENTENG,Tindak Pidana Transfer Dana,1
2025,MENTENG,UNCLASSIFIED,24
2025,PADEMANGAN,Cabul,2
2025,PADEMANGAN,Curanmor R-2,2
2025,PADEMANGAN,Judi,1
2025,PADEMANGAN,Kejahatan Tentang Jaminan Fidusia,3
2025,PADEMANGAN,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,PADEMANGAN,Kejahatan Tentang Perdagangan,2
2025,PADEMANGAN,Kejahatan Tentang Tenaga Kerja,2
2025,PADEMANGAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),5
2025,PADEMANGAN,Kejahatan terkait Tenaga Kesehatan,1
2025,PADEMANGAN,Kekerasan Dalam Rumah Tangga,11
2025,PADEMANGAN,Kekerasan Seksual (KDRT),5
2025,PADEMANGAN,Manipulasi data autentik secara elektronik (ITE),40
2025,PADEMANGAN,Memasuki Pekarangan Tanpa Ijin,2
2025,PADEMANGAN,Mengakibatkan Orang Mati,1
2025,PADEMANGAN,Mucikari ( Pelacuran ),2
2025,PADEMANGAN,Narkotika ( Narkoba ),76
2025,PADEMANGAN,Pemalsuan Mata Uang Dan Uang Kertas,1
2025,PADEMANGAN,Pemalsuan Surat Otentik,5
2025,PADEMANGAN,Pemerasan Dan Pengancaman,2
2025,PADEMANGAN,Pencemaran Nama Baik,1
2025,PADEMANGAN,Penculikan,1
2025,PADEMANGAN,Pencurian Biasa,15
2025,PADEMANGAN,Pencurian Dengan Kekerasan ( Curas ),5
2025,PADEMANGAN,Pencurian Dengan Pemberatan ( Curat ),71
2025,PADEMANGAN,Penganiayaan,13
2025,PADEMANGAN,Penganiayaan Berat ( Anirat ),6
2025,PADEMANGAN,Pengeroyokan,8
2025,PADEMANGAN,Penggelapan,34
2025,PADEMANGAN,Penipuan / Perbuatan Curang,48
2025,PADEMANGAN,Penyekapan,1
2025,PADEMANGAN,Penyerobotan Tanah,2
2025,PADEMANGAN,Perbuatan Yang Tidak Menyenangkan,4
2025,PADEMANGAN,Percobaan Pencurian,1
2025,PADEMANGAN,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2025,PADEMANGAN,Perzinahan,1
2025,PADEMANGAN,Psikotropika ( Narkoba ),2
2025,PADEMANGAN,Sumpah Palsu Dan Keterangan Palsu,1
2025,PADEMANGAN,Tindak Pidana Dalam Perlindungan Anak,19
2025,PADEMANGAN,UNCLASSIFIED,8
2025,PALMERAH,Curanmor R-2,1
2025,PALMERAH,Kejahatan Tentang Desain Industri,1
2025,PALMERAH,Kejahatan Tentang Jaminan Fidusia,1
2025,PALMERAH,Kejahatan Tentang Perindustrian,1
2025,PALMERAH,Kejahatan Tentang Pornografi,1
2025,PALMERAH,Kejahatan Terkait Perlindungan Data Pribadi,2
2025,PALMERAH,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),6
2025,PALMERAH,Kejahatan terkait Tenaga Kesehatan,5
2025,PALMERAH,Kekerasan Dalam Rumah Tangga,12
2025,PALMERAH,Kekerasan Seksual (KDRT),3
2025,PALMERAH,Manipulasi data autentik secara elektronik (ITE),61
2025,PALMERAH,Memasuki Pekarangan Tanpa Ijin,1
2025,PALMERAH,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2025,PALMERAH,Narkotika ( Narkoba ),82
2025,PALMERAH,Pemalsuan Surat Otentik,8
2025,PALMERAH,Pemerasan Dan Pengancaman,1
2025,PALMERAH,Penadahan,1
2025,PALMERAH,Pencemaran Nama Baik,3
2025,PALMERAH,Pencurian Biasa,30
2025,PALMERAH,Pencurian Dengan Kekerasan ( Curas ),4
2025,PALMERAH,Pencurian Dengan Pemberatan ( Curat ),46
2025,PALMERAH,Pengancaman,1
2025,PALMERAH,Penganiayaan,27
2025,PALMERAH,Penganiayaan Berat ( Anirat ),5
2025,PALMERAH,Pengeroyokan,15
2025,PALMERAH,Pengerusakan,1
2025,PALMERAH,Penggelapan,74
2025,PALMERAH,Penipuan / Perbuatan Curang,101
2025,PALMERAH,Penyekapan,1
2025,PALMERAH,Penyelundupan Senjata api (senpi),1
2025,PALMERAH,Perampasan ( Premanisme ),1
2025,PALMERAH,Perbankan,1
2025,PALMERAH,Perbuatan Yang Tidak Menyenangkan,1
2025,PALMERAH,Percobaan Pencurian,2
2025,PALMERAH,Perzinahan,1
2025,PALMERAH,Sumpah Palsu Dan Keterangan Palsu,4
2025,PALMERAH,Tindak Pidana Dalam Perlindungan Anak,11
2025,PALMERAH,Tindak Pidana Transfer Dana,1
2025,PALMERAH,UNCLASSIFIED,27
2025,PANCORAN,Cabul,1
2025,PANCORAN,Curanmor R-2,5
2025,PANCORAN,Kawin halangan/kawin tanpa ijin,1
2025,PANCORAN,Kejahatan Tentang Jaminan Fidusia,2
2025,PANCORAN,Kejahatan Tentang Tenaga Kerja,1
2025,PANCORAN,Kejahatan Terkait Perlindungan Data Pribadi,5
2025,PANCORAN,Kejahatan tentang perlindungan pekerja migran indonesia,1
2025,PANCORAN,Kekerasan Dalam Rumah Tangga,17
2025,PANCORAN,Kekerasan Seksual (KDRT),3
2025,PANCORAN,Manipulasi data autentik secara elektronik (ITE),163
2025,PANCORAN,Memasuki Pekarangan Tanpa Ijin,3
2025,PANCORAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2025,PANCORAN,Narkotika ( Narkoba ),72
2025,PANCORAN,Pemalsuan Surat Otentik,4
2025,PANCORAN,Pembunuhan,1
2025,PANCORAN,Pemerasan Dan Pengancaman,1
2025,PANCORAN,Pencemaran Nama Baik,6
2025,PANCORAN,Penculikan,1
2025,PANCORAN,Pencurian Biasa,46
2025,PANCORAN,Pencurian Dengan Kekerasan ( Curas ),6
2025,PANCORAN,Pencurian Dengan Pemberatan ( Curat ),63
2025,PANCORAN,Pengancaman,3
2025,PANCORAN,Penganiayaan,36
2025,PANCORAN,Penganiayaan Berat ( Anirat ),4
2025,PANCORAN,Pengeroyokan,6
2025,PANCORAN,Pengerusakan,1
2025,PANCORAN,Penggelapan,42
2025,PANCORAN,Penipuan / Perbuatan Curang,146
2025,PANCORAN,Penyekapan,1
2025,PANCORAN,Perampasan ( Premanisme ),2
2025,PANCORAN,Perbankan,1
2025,PANCORAN,Perbuatan Yang Tidak Menyenangkan,5
2025,PANCORAN,Percobaan Pencurian,1
2025,PANCORAN,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,PANCORAN,Perzinahan,2
2025,PANCORAN,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2025,PANCORAN,Tindak Pidana Dalam Perlindungan Anak,13
2025,PANCORAN,Tindak Pidana Transfer Dana,1
2025,PANCORAN,UNCLASSIFIED,19
2025,PASAR MINGGU,Cabul,1
2025,PASAR MINGGU,Curanmor R-2,13
2025,PASAR MINGGU,Hak Atas Kekayaan Intelektual ( HAKI ),2
2025,PASAR MINGGU,Kejahatan Tentang Jaminan Fidusia,5
2025,PASAR MINGGU,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,PASAR MINGGU,Kejahatan Tentang Perdagangan,1
2025,PASAR MINGGU,Kejahatan Terkait Merek,2
2025,PASAR MINGGU,Kejahatan Terkait Perlindungan Data Pribadi,2
2025,PASAR MINGGU,Kejahatan Terkait Rahasia Dagang,1
2025,PASAR MINGGU,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2025,PASAR MINGGU,Kekerasan Dalam Rumah Tangga,22
2025,PASAR MINGGU,Kekerasan Seksual (KDRT),10
2025,PASAR MINGGU,Korupsi ( Tipikor ),1
2025,PASAR MINGGU,Manipulasi data autentik secara elektronik (ITE),225
2025,PASAR MINGGU,Melawan Putusan Pengadilan,1
2025,PASAR MINGGU,Memasuki Pekarangan Tanpa Ijin,3
2025,PASAR MINGGU,Mengakibatkan Orang Mati,1
2025,PASAR MINGGU,Menghambat Penyidikan,1
2025,PASAR MINGGU,Narkotika ( Narkoba ),111
2025,PASAR MINGGU,Pemalsuan Mata Uang Dan Uang Kertas,1
2025,PASAR MINGGU,Pemalsuan Surat Otentik,22
2025,PASAR MINGGU,Pemerasan Dan Pengancaman,3
2025,PASAR MINGGU,Penadahan,1
2025,PASAR MINGGU,Pencemaran Nama Baik,7
2025,PASAR MINGGU,Pencurian Biasa,44
2025,PASAR MINGGU,Pencurian Dengan Kekerasan ( Curas ),4
2025,PASAR MINGGU,Pencurian Dengan Pemberatan ( Curat ),62
2025,PASAR MINGGU,Pencurian Ringan,2
2025,PASAR MINGGU,Pengaduan Palsu,1
2025,PASAR MINGGU,Penganiayaan,30
2025,PASAR MINGGU,Penganiayaan Berat ( Anirat ),15
2025,PASAR MINGGU,Pengeroyokan,13
2025,PASAR MINGGU,Pengerusakan,7
2025,PASAR MINGGU,Penggelapan,62
2025,PASAR MINGGU,Penghinaan,3
2025,PASAR MINGGU,Penipuan / Perbuatan Curang,174
2025,PASAR MINGGU,Penyerobotan Tanah,1
2025,PASAR MINGGU,Perampasan ( Premanisme ),2
2025,PASAR MINGGU,Perbankan,1
2025,PASAR MINGGU,Perbuatan Yang Tidak Menyenangkan,4
2025,PASAR MINGGU,Percobaan Pencurian,4
2025,PASAR MINGGU,Perlindungan Konsumen,3
2025,PASAR MINGGU,Perzinahan,3
2025,PASAR MINGGU,Psikotropika ( Narkoba ),2
2025,PASAR MINGGU,Sumpah Palsu Dan Keterangan Palsu,9
2025,PASAR MINGGU,Tindak Pidana Dalam Perlindungan Anak,17
2025,PASAR MINGGU,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2025,PASAR MINGGU,UNCLASSIFIED,35
2025,PASAR REBO,Curanmor R-2,20
2025,PASAR REBO,Kejahatan Tentang Jaminan Fidusia,2
2025,PASAR REBO,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,PASAR REBO,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),7
2025,PASAR REBO,Kekerasan Dalam Rumah Tangga,6
2025,PASAR REBO,Kekerasan Seksual (KDRT),2
2025,PASAR REBO,Manipulasi data autentik secara elektronik (ITE),117
2025,PASAR REBO,Memasuki Pekarangan Tanpa Ijin,1
2025,PASAR REBO,Membahayakan Keamanan Umum Bagi  Orang / Barang,1
2025,PASAR REBO,Mengakibatkan Orang Luka,1
2025,PASAR REBO,Narkotika ( Narkoba ),36
2025,PASAR REBO,Pemerasan Dan Pengancaman,5
2025,PASAR REBO,Pencemaran Nama Baik,2
2025,PASAR REBO,Pencurian Biasa,39
2025,PASAR REBO,Pencurian Dengan Kekerasan ( Curas ),2
2025,PASAR REBO,Pencurian Dengan Pemberatan ( Curat ),88
2025,PASAR REBO,Pencurian Ringan,8
2025,PASAR REBO,Pencurian dalam lingkungan keluarga,2
2025,PASAR REBO,Penganiayaan,26
2025,PASAR REBO,Penganiayaan Berat ( Anirat ),13
2025,PASAR REBO,Pengeroyokan,11
2025,PASAR REBO,Pengerusakan,2
2025,PASAR REBO,Penggelapan,10
2025,PASAR REBO,Penipuan / Perbuatan Curang,102
2025,PASAR REBO,Penyekapan,1
2025,PASAR REBO,Perampasan ( Premanisme ),4
2025,PASAR REBO,Perbuatan Yang Tidak Menyenangkan,2
2025,PASAR REBO,Percobaan Pencurian,2
2025,PASAR REBO,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,PASAR REBO,Psikotropika ( Narkoba ),1
2025,PASAR REBO,Sumpah Palsu Dan Keterangan Palsu,1
2025,PASAR REBO,Tindak Pidana Dalam Perlindungan Anak,10
2025,PASAR REBO,UNCLASSIFIED,10
2025,PENJARINGAN,Cabul,2
2025,PENJARINGAN,Curanmor R-2,19
2025,PENJARINGAN,Judi,6
2025,PENJARINGAN,Kejahatan Tentang Jaminan Fidusia,3
2025,PENJARINGAN,Kejahatan Tentang Konservasi Sumber Daya Alam Hayati Dan Ekosistem,1
2025,PENJARINGAN,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,PENJARINGAN,Kejahatan Tentang Perdagangan,4
2025,PENJARINGAN,Kejahatan Tentang Perindustrian,2
2025,PENJARINGAN,Kejahatan Tentang Peternakan Dan Kesehatan Hewan,1
2025,PENJARINGAN,Kejahatan Tentang Pornografi,3
2025,PENJARINGAN,Kejahatan Tentang Tenaga Kerja,1
2025,PENJARINGAN,Kejahatan Terhadap Jiwa Orang / Pembunuhan,2
2025,PENJARINGAN,Kejahatan Terkait Merek,2
2025,PENJARINGAN,Kejahatan Terkait Pangan,4
2025,PENJARINGAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),5
2025,PENJARINGAN,Kejahatan terkait Tenaga Kesehatan,9
2025,PENJARINGAN,Kekerasan Dalam Rumah Tangga,30
2025,PENJARINGAN,Kekerasan Seksual (KDRT),9
2025,PENJARINGAN,Manipulasi data autentik secara elektronik (ITE),121
2025,PENJARINGAN,Memasuki Pekarangan Tanpa Ijin,1
2025,PENJARINGAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,5
2025,PENJARINGAN,Narkotika ( Narkoba ),140
2025,PENJARINGAN,Pemalsuan Surat Otentik,17
2025,PENJARINGAN,Pemerasan Dan Pengancaman,9
2025,PENJARINGAN,Penadahan,1
2025,PENJARINGAN,Pencemaran Nama Baik,8
2025,PENJARINGAN,Pencurian Biasa,29
2025,PENJARINGAN,Pencurian Dengan Kekerasan ( Curas ),8
2025,PENJARINGAN,Pencurian Dengan Pemberatan ( Curat ),72
2025,PENJARINGAN,Pencurian Ringan,3
2025,PENJARINGAN,Pengancaman,3
2025,PENJARINGAN,Penganiayaan,19
2025,PENJARINGAN,Penganiayaan Berat ( Anirat ),27
2025,PENJARINGAN,Pengeroyokan,28
2025,PENJARINGAN,Pengerusakan,3
2025,PENJARINGAN,Penggelapan,111
2025,PENJARINGAN,Penipuan / Perbuatan Curang,142
2025,PENJARINGAN,Penyekapan,1
2025,PENJARINGAN,Penyelundupan Senjata api (senpi),8
2025,PENJARINGAN,Penyerobotan Tanah,5
2025,PENJARINGAN,Perampasan ( Premanisme ),1
2025,PENJARINGAN,Perbuatan Yang Tidak Menyenangkan,9
2025,PENJARINGAN,Percobaan Pencurian,5
2025,PENJARINGAN,Perlindungan Konsumen,2
2025,PENJARINGAN,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,PENJARINGAN,Perzinahan,1
2025,PENJARINGAN,Psikotropika ( Narkoba ),3
2025,PENJARINGAN,Telekomunikasi,1
2025,PENJARINGAN,Terhadap ketertiban umum,2
2025,PENJARINGAN,Tindak Pidana Dalam Perlindungan Anak,27
2025,PENJARINGAN,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),3
2025,PENJARINGAN,UNCLASSIFIED,32
2025,PESANGGRAHAN,Curanmor R-2,8
2025,PESANGGRAHAN,Hak Atas Kekayaan Intelektual ( HAKI ),1
2025,PESANGGRAHAN,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2025,PESANGGRAHAN,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,PESANGGRAHAN,Kejahatan Tentang Pornografi,1
2025,PESANGGRAHAN,Kejahatan Terkait Merek,1
2025,PESANGGRAHAN,Kejahatan Terkait Perlindungan Data Pribadi,3
2025,PESANGGRAHAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2025,PESANGGRAHAN,Kejahatan terkait Tenaga Kesehatan,3
2025,PESANGGRAHAN,Kekerasan Dalam Rumah Tangga,24
2025,PESANGGRAHAN,Kekerasan Seksual (KDRT),3
2025,PESANGGRAHAN,Manipulasi data autentik secara elektronik (ITE),100
2025,PESANGGRAHAN,Memasuki Pekarangan Tanpa Ijin,3
2025,PESANGGRAHAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2025,PESANGGRAHAN,Narkotika ( Narkoba ),43
2025,PESANGGRAHAN,Pemalsuan Surat Otentik,4
2025,PESANGGRAHAN,Pemerasan Dan Pengancaman,3
2025,PESANGGRAHAN,Penadahan,1
2025,PESANGGRAHAN,Pencemaran Nama Baik,5
2025,PESANGGRAHAN,Pencurian Biasa,27
2025,PESANGGRAHAN,Pencurian Dengan Pemberatan ( Curat ),44
2025,PESANGGRAHAN,Pencurian dalam lingkungan keluarga,1
2025,PESANGGRAHAN,Pengaduan Palsu,1
2025,PESANGGRAHAN,Pengancaman,1
2025,PESANGGRAHAN,Penganiayaan,14
2025,PESANGGRAHAN,Penganiayaan Berat ( Anirat ),7
2025,PESANGGRAHAN,Pengeroyokan,8
2025,PESANGGRAHAN,Pengerusakan,2
2025,PESANGGRAHAN,Penggelapan,42
2025,PESANGGRAHAN,Penghinaan,1
2025,PESANGGRAHAN,Penipuan / Perbuatan Curang,75
2025,PESANGGRAHAN,Penyekapan,1
2025,PESANGGRAHAN,Perampasan ( Premanisme ),1
2025,PESANGGRAHAN,Perbuatan Yang Tidak Menyenangkan,8
2025,PESANGGRAHAN,Perlindungan Konsumen,1
2025,PESANGGRAHAN,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,PESANGGRAHAN,Perzinahan,2
2025,PESANGGRAHAN,Psikotropika ( Narkoba ),2
2025,PESANGGRAHAN,Tindak Pidana Dalam Perlindungan Anak,11
2025,PESANGGRAHAN,UNCLASSIFIED,13
2025,PULO GADUNG,Cabul,2
2025,PULO GADUNG,Curanmor R-2,1
2025,PULO GADUNG,Hak Atas Kekayaan Intelektual ( HAKI ),1
2025,PULO GADUNG,Kejahatan Tentang Jaminan Fidusia,2
2025,PULO GADUNG,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,PULO GADUNG,Kejahatan Terkait Merek,1
