year,kecamatan,jenis_kejahatan,crime_total
2025,GAMBIR,Penganiayaan,6
2025,GAMBIR,Penganiayaan Berat ( Anirat ),2
2025,GAMBIR,Pengeroyokan,11
2025,GAMBIR,Pengerusakan,3
2025,GAMBIR,Penggelapan,50
2025,GAMBIR,Penipuan / Perbuatan Curang,217
2025,GAMBIR,Penyalahgunaan Wewenang,3
2025,GAMBIR,Penyekapan,1
2025,GAMBIR,Penyerobotan Tanah,3
2025,GAMBIR,Perbankan,2
2025,GAMBIR,Perbuatan Yang Tidak Menyenangkan,11
2025,GAMBIR,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2025,GAMBIR,Perlindungan Konsumen,2
2025,GAMBIR,Perzinahan,3
2025,GAMBIR,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2025,GAMBIR,Sumpah Palsu Dan Keterangan Palsu,5
2025,GAMBIR,Terhadap ketertiban umum,10
2025,GAMBIR,Tindak Pidana Dalam Perlindungan Anak,8
2025,GAMBIR,Tindak Pidana Transfer Dana,1
2025,GAMBIR,UNCLASSIFIED,26
2025,GROGOL PETAMBURAN,Cabul,2
2025,GROGOL PETAMBURAN,Curanmor R-2,4
2025,GROGOL PETAMBURAN,Kejahatan Tentang Jaminan Fidusia,3
2025,GROGOL PETAMBURAN,Kejahatan Tentang Pertambangan Mineral Dan Batubara (illegal Mining),1
2025,GROGOL PETAMBURAN,Kejahatan Tentang Pornografi,2
2025,GROGOL PETAMBURAN,Kejahatan Tentang Tenaga Kerja,1
2025,GROGOL PETAMBURAN,Kejahatan Terkait Merek,2
2025,GROGOL PETAMBURAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,GROGOL PETAMBURAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),9
2025,GROGOL PETAMBURAN,Kejahatan terkait Tenaga Kesehatan,2
2025,GROGOL PETAMBURAN,Kekerasan Dalam Rumah Tangga,18
2025,GROGOL PETAMBURAN,Kekerasan Seksual (KDRT),3
2025,GROGOL PETAMBURAN,Manipulasi data autentik secara elektronik (ITE),86
2025,GROGOL PETAMBURAN,Memasuki Pekarangan Tanpa Ijin,3
2025,GROGOL PETAMBURAN,Mengakibatkan Orang Luka,2
2025,GROGOL PETAMBURAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2025,GROGOL PETAMBURAN,Narkotika ( Narkoba ),119
2025,GROGOL PETAMBURAN,Pemalsuan Mata Uang Dan Uang Kertas,1
2025,GROGOL PETAMBURAN,Pemalsuan Surat Otentik,7
2025,GROGOL PETAMBURAN,Pemerasan Dan Pengancaman,3
2025,GROGOL PETAMBURAN,Penadahan,1
2025,GROGOL PETAMBURAN,Penculikan,1
2025,GROGOL PETAMBURAN,Pencurian Biasa,64
2025,GROGOL PETAMBURAN,Pencurian Dengan Kekerasan ( Curas ),8
2025,GROGOL PETAMBURAN,Pencurian Dengan Pemberatan ( Curat ),107
2025,GROGOL PETAMBURAN,Pengancaman,6
2025,GROGOL PETAMBURAN,Penganiayaan,32
2025,GROGOL PETAMBURAN,Penganiayaan Berat ( Anirat ),1
2025,GROGOL PETAMBURAN,Pengeroyokan,11
2025,GROGOL PETAMBURAN,Pengerusakan,4
2025,GROGOL PETAMBURAN,Penggelapan,44
2025,GROGOL PETAMBURAN,Penipuan / Perbuatan Curang,105
2025,GROGOL PETAMBURAN,Perampasan ( Premanisme ),1
2025,GROGOL PETAMBURAN,Perbuatan Yang Tidak Menyenangkan,7
2025,GROGOL PETAMBURAN,Percobaan Pencurian,3
2025,GROGOL PETAMBURAN,Perkosaan,1
2025,GROGOL PETAMBURAN,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,6
2025,GROGOL PETAMBURAN,Perzinahan,1
2025,GROGOL PETAMBURAN,Psikotropika ( Narkoba ),1
2025,GROGOL PETAMBURAN,Sumpah Palsu Dan Keterangan Palsu,1
2025,GROGOL PETAMBURAN,Tindak Pidana Dalam Perlindungan Anak,12
2025,GROGOL PETAMBURAN,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2025,GROGOL PETAMBURAN,Tindak Pidana Transfer Dana,1
2025,GROGOL PETAMBURAN,UNCLASSIFIED,31
2025,JAGAKARSA,Curanmor R-2,5
2025,JAGAKARSA,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2025,JAGAKARSA,Kawin halangan/kawin tanpa ijin,1
2025,JAGAKARSA,Kejahatan Tentang Jaminan Fidusia,2
2025,JAGAKARSA,Kejahatan Tentang Perdagangan,2
2025,JAGAKARSA,Kejahatan Terkait Merek,3
2025,JAGAKARSA,Kejahatan Terkait Perlindungan Data Pribadi,12
2025,JAGAKARSA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2025,JAGAKARSA,Kejahatan terkait Tenaga Kesehatan,1
2025,JAGAKARSA,Kekerasan Dalam Rumah Tangga,22
2025,JAGAKARSA,Kekerasan Seksual (KDRT),5
2025,JAGAKARSA,Manipulasi data autentik secara elektronik (ITE),181
2025,JAGAKARSA,Memasuki Pekarangan Tanpa Ijin,2
2025,JAGAKARSA,Narkotika ( Narkoba ),79
2025,JAGAKARSA,Pemalsuan Surat Otentik,7
2025,JAGAKARSA,Pemerasan Dan Pengancaman,1
2025,JAGAKARSA,Pencemaran Nama Baik,5
2025,JAGAKARSA,Pencurian Biasa,65
2025,JAGAKARSA,Pencurian Dengan Kekerasan ( Curas ),6
2025,JAGAKARSA,Pencurian Dengan Pemberatan ( Curat ),104
2025,JAGAKARSA,Pengancaman,1
2025,JAGAKARSA,Penganiayaan,16
2025,JAGAKARSA,Penganiayaan Berat ( Anirat ),10
2025,JAGAKARSA,Pengeroyokan,9
2025,JAGAKARSA,Pengerusakan,5
2025,JAGAKARSA,Penggelapan,58
2025,JAGAKARSA,Penipuan / Perbuatan Curang,169
2025,JAGAKARSA,Penyekapan,1
2025,JAGAKARSA,Penyerobotan Tanah,2
2025,JAGAKARSA,Perampasan ( Premanisme ),6
2025,JAGAKARSA,Perbuatan Yang Tidak Menyenangkan,5
2025,JAGAKARSA,Perzinahan,1
2025,JAGAKARSA,Psikotropika ( Narkoba ),2
2025,JAGAKARSA,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2025,JAGAKARSA,Tindak Pidana Dalam Perlindungan Anak,14
2025,JAGAKARSA,Tindak Pidana Transfer Dana,2
2025,JAGAKARSA,UNCLASSIFIED,39
2025,JATINEGARA,Cabul,1
2025,JATINEGARA,Curanmor R-2,23
2025,JATINEGARA,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2025,JATINEGARA,Kejahatan Tentang Jaminan Fidusia,1
2025,JATINEGARA,Kejahatan Tentang Pers,1
2025,JATINEGARA,Kejahatan Terkait Perlindungan Data Pribadi,3
2025,JATINEGARA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),6
2025,JATINEGARA,Kejahatan terkait Tenaga Kesehatan,1
2025,JATINEGARA,Kekerasan Dalam Rumah Tangga,19
2025,JATINEGARA,Kekerasan Seksual (KDRT),3
2025,JATINEGARA,Manipulasi data autentik secara elektronik (ITE),281
2025,JATINEGARA,Memasuki Pekarangan Tanpa Ijin,6
2025,JATINEGARA,Mengakibatkan Orang Mati,1
2025,JATINEGARA,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2025,JATINEGARA,Narkotika ( Narkoba ),112
2025,JATINEGARA,Pemalsuan Surat Otentik,13
2025,JATINEGARA,Pemerasan,1
2025,JATINEGARA,Pemerasan Dan Pengancaman,13
2025,JATINEGARA,Pencemaran Nama Baik,5
2025,JATINEGARA,Pencurian Biasa,157
2025,JATINEGARA,Pencurian Dengan Kekerasan ( Curas ),5
2025,JATINEGARA,Pencurian Dengan Pemberatan ( Curat ),166
2025,JATINEGARA,Pencurian dalam lingkungan keluarga,2
2025,JATINEGARA,Pengaduan Palsu,2
2025,JATINEGARA,Pengancaman,3
2025,JATINEGARA,Penganiayaan,60
2025,JATINEGARA,Penganiayaan Berat ( Anirat ),22
2025,JATINEGARA,Pengeroyokan,26
2025,JATINEGARA,Pengerusakan,6
2025,JATINEGARA,Penggelapan,43
2025,JATINEGARA,Penghinaan,1
2025,JATINEGARA,Penipuan / Perbuatan Curang,167
2025,JATINEGARA,Penyekapan,1
2025,JATINEGARA,Penyerobotan Tanah,2
2025,JATINEGARA,Perampasan ( Premanisme ),12
2025,JATINEGARA,Perbankan,1
2025,JATINEGARA,Perbuatan Yang Tidak Menyenangkan,12
2025,JATINEGARA,Percobaan Pencurian,1
2025,JATINEGARA,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,JATINEGARA,Perzinahan,3
2025,JATINEGARA,Psikotropika ( Narkoba ),1
2025,JATINEGARA,Terhadap ketertiban umum,2
2025,JATINEGARA,Tindak Pidana Dalam Perlindungan Anak,18
2025,JATINEGARA,UNCLASSIFIED,43
2025,JATINEGARA,Unjuk Rasa Anarkis,1
2025,JOHAR BARU,Cabul,1
2025,JOHAR BARU,Cukai,1
2025,JOHAR BARU,Curanmor R-2,1
2025,JOHAR BARU,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,4
2025,JOHAR BARU,Kejahatan Tentang Jaminan Fidusia,3
2025,JOHAR BARU,Kejahatan Tentang Tenaga Kerja,1
2025,JOHAR BARU,Kejahatan Terhadap Jiwa Orang / Pembunuhan,5
2025,JOHAR BARU,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),10
2025,JOHAR BARU,Kekerasan Dalam Rumah Tangga,12
2025,JOHAR BARU,Manipulasi data autentik secara elektronik (ITE),40
2025,JOHAR BARU,Memasuki Pekarangan Tanpa Ijin,1
2025,JOHAR BARU,Membahayakan Keamanan Umum Bagi  Orang / Barang,1
2025,JOHAR BARU,Mengakibatkan Orang Mati,1
2025,JOHAR BARU,Narkotika ( Narkoba ),78
2025,JOHAR BARU,Pemalsuan Surat Otentik,4
2025,JOHAR BARU,Pemerasan Dan Pengancaman,3
2025,JOHAR BARU,Penadahan,2
2025,JOHAR BARU,Pencemaran Nama Baik,1
2025,JOHAR BARU,Penculikan,1
2025,JOHAR BARU,Pencurian Biasa,26
2025,JOHAR BARU,Pencurian Dengan Kekerasan ( Curas ),1
2025,JOHAR BARU,Pencurian Dengan Pemberatan ( Curat ),38
2025,JOHAR BARU,Pencurian dalam lingkungan keluarga,1
2025,JOHAR BARU,Pengaduan Palsu,1
2025,JOHAR BARU,Penganiayaan,22
2025,JOHAR BARU,Penganiayaan Berat ( Anirat ),3
2025,JOHAR BARU,Pengeroyokan,15
2025,JOHAR BARU,Pengerusakan,3
2025,JOHAR BARU,Penggelapan,15
2025,JOHAR BARU,Penghinaan,1
2025,JOHAR BARU,Penipuan / Perbuatan Curang,77
2025,JOHAR BARU,Penyerobotan Tanah,3
2025,JOHAR BARU,Perbuatan Yang Tidak Menyenangkan,3
2025,JOHAR BARU,Percobaan Pencurian,1
2025,JOHAR BARU,Perlindungan Konsumen,1
2025,JOHAR BARU,Perzinahan,1
2025,JOHAR BARU,Terhadap ketertiban umum,12
2025,JOHAR BARU,Tindak Pidana Dalam Perlindungan Anak,12
2025,JOHAR BARU,UNCLASSIFIED,11
2025,KALI DERES,Cabul,1
2025,KALI DERES,Judi,2
2025,KALI DERES,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,2
2025,KALI DERES,Kejahatan Tentang Desain Industri,1
2025,KALI DERES,Kejahatan Tentang Pornografi,1
2025,KALI DERES,Kejahatan Tentang Tenaga Kerja,1
2025,KALI DERES,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,KALI DERES,Kejahatan Terkait Merek,6
2025,KALI DERES,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,KALI DERES,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),5
2025,KALI DERES,Kejahatan terkait Tenaga Kesehatan,1
2025,KALI DERES,Kekerasan Dalam Rumah Tangga,12
2025,KALI DERES,Kekerasan Seksual (KDRT),5
2025,KALI DERES,Manipulasi data autentik secara elektronik (ITE),49
2025,KALI DERES,Memasuki Pekarangan Tanpa Ijin,11
2025,KALI DERES,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2025,KALI DERES,Narkotika ( Narkoba ),77
2025,KALI DERES,Pemalsuan Surat Otentik,14
2025,KALI DERES,Pemerasan Dan Pengancaman,5
2025,KALI DERES,Pencemaran Nama Baik,9
2025,KALI DERES,Pencurian Biasa,37
2025,KALI DERES,Pencurian Dengan Kekerasan ( Curas ),3
2025,KALI DERES,Pencurian Dengan Pemberatan ( Curat ),43
2025,KALI DERES,Pencurian dalam lingkungan keluarga,1
2025,KALI DERES,Pengancaman,4
2025,KALI DERES,Penganiayaan,43
2025,KALI DERES,Penganiayaan Berat ( Anirat ),2
2025,KALI DERES,Pengeroyokan,10
2025,KALI DERES,Pengerusakan,2
2025,KALI DERES,Penggelapan,42
2025,KALI DERES,Penghinaan,1
2025,KALI DERES,Penipuan / Perbuatan Curang,83
2025,KALI DERES,Penyekapan,2
2025,KALI DERES,Perbuatan Yang Tidak Menyenangkan,4
2025,KALI DERES,Percobaan Pencurian,3
2025,KALI DERES,Perkosaan,1
2025,KALI DERES,Perlindungan Konsumen,1
2025,KALI DERES,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,2
2025,KALI DERES,Perzinahan,1
2025,KALI DERES,Psikotropika ( Narkoba ),1
2025,KALI DERES,Terhadap ketertiban umum,1
2025,KALI DERES,Tindak Pidana Dalam Perlindungan Anak,25
2025,KALI DERES,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2025,KALI DERES,Tindak Pidana Transfer Dana,1
2025,KALI DERES,UNCLASSIFIED,24
2025,KEBAYORAN BARU,Curanmor R-2,95
2025,KEBAYORAN BARU,Hak Atas Kekayaan Intelektual ( HAKI ),2
2025,KEBAYORAN BARU,Judi,6
2025,KEBAYORAN BARU,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2025,KEBAYORAN BARU,Kawin halangan/kawin tanpa ijin,1
2025,KEBAYORAN BARU,Kejahatan Tentang Jaminan Fidusia,12
2025,KEBAYORAN BARU,Kejahatan Tentang Perdagangan,1
2025,KEBAYORAN BARU,Kejahatan Tentang Pornografi,4
2025,KEBAYORAN BARU,Kejahatan Tentang Tenaga Kerja,1
2025,KEBAYORAN BARU,Kejahatan Terkait Administrasi Kependudukan,2
2025,KEBAYORAN BARU,Kejahatan Terkait Perlindungan Data Pribadi,6
2025,KEBAYORAN BARU,Kejahatan terkait Tenaga Kesehatan,6
2025,KEBAYORAN BARU,Kekerasan Dalam Rumah Tangga,18
2025,KEBAYORAN BARU,Kekerasan Seksual (KDRT),9
2025,KEBAYORAN BARU,Manipulasi data autentik secara elektronik (ITE),437
2025,KEBAYORAN BARU,Memasuki Pekarangan Tanpa Ijin,4
2025,KEBAYORAN BARU,Membahayakan Keamanan Umum Bagi  Orang / Barang,2
2025,KEBAYORAN BARU,Mengakibatkan Orang Luka,1
2025,KEBAYORAN BARU,Menghambat Penyidikan,2
2025,KEBAYORAN BARU,Narkotika ( Narkoba ),104
2025,KEBAYORAN BARU,Pemalsuan Surat Otentik,41
2025,KEBAYORAN BARU,Pemerasan Dan Pengancaman,4
2025,KEBAYORAN BARU,Penadahan,2
2025,KEBAYORAN BARU,Pencemaran Nama Baik,19
2025,KEBAYORAN BARU,Pencurian Biasa,180
2025,KEBAYORAN BARU,Pencurian Dengan Kekerasan ( Curas ),4
2025,KEBAYORAN BARU,Pencurian Dengan Pemberatan ( Curat ),207
2025,KEBAYORAN BARU,Pencurian Ringan,6
2025,KEBAYORAN BARU,Pencurian dalam lingkungan keluarga,3
2025,KEBAYORAN BARU,Pengaduan Palsu,12
2025,KEBAYORAN BARU,Pengancaman,5
2025,KEBAYORAN BARU,Penganiayaan,86
2025,KEBAYORAN BARU,Penganiayaan Berat ( Anirat ),20
2025,KEBAYORAN BARU,Pengeroyokan,41
2025,KEBAYORAN BARU,Pengerusakan,17
2025,KEBAYORAN BARU,Penggelapan,147
2025,KEBAYORAN BARU,Penghinaan,1
2025,KEBAYORAN BARU,Penipuan / Perbuatan Curang,449
2025,KEBAYORAN BARU,Penyalahgunaan Wewenang,4
2025,KEBAYORAN BARU,Penyekapan,1
2025,KEBAYORAN BARU,Perampasan ( Premanisme ),7
2025,KEBAYORAN BARU,Perbankan,3
2025,KEBAYORAN BARU,Perbuatan Yang Tidak Menyenangkan,9
2025,KEBAYORAN BARU,Percobaan Pencurian,1
2025,KEBAYORAN BARU,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2025,KEBAYORAN BARU,Perkosaan,1
2025,KEBAYORAN BARU,Perlindungan Konsumen,4
2025,KEBAYORAN BARU,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,KEBAYORAN BARU,Perzinahan,10
2025,KEBAYORAN BARU,Psikotropika ( Narkoba ),1
2025,KEBAYORAN BARU,Terhadap ketertiban umum,2
2025,KEBAYORAN BARU,Tindak Pidana Dalam Perlindungan Anak,15
2025,KEBAYORAN BARU,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2025,KEBAYORAN BARU,Tindak Pidana Transfer Dana,2
2025,KEBAYORAN BARU,UNCLASSIFIED,60
2025,KEBAYORAN LAMA,Curanmor R-2,88
2025,KEBAYORAN LAMA,Hak Atas Kekayaan Intelektual ( HAKI ),1
2025,KEBAYORAN LAMA,Kejahatan Tentang Jaminan Fidusia,20
2025,KEBAYORAN LAMA,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2025,KEBAYORAN LAMA,Kejahatan Tentang Pornografi,1
2025,KEBAYORAN LAMA,Kejahatan Tentang Tenaga Kerja,2
2025,KEBAYORAN LAMA,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,KEBAYORAN LAMA,Kejahatan Terkait Merek,1
2025,KEBAYORAN LAMA,Kejahatan Terkait Perlindungan Data Pribadi,6
2025,KEBAYORAN LAMA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2025,KEBAYORAN LAMA,Kekerasan Dalam Rumah Tangga,25
2025,KEBAYORAN LAMA,Kekerasan Seksual (KDRT),6
2025,KEBAYORAN LAMA,Manipulasi data autentik secara elektronik (ITE),310
2025,KEBAYORAN LAMA,Memasuki Pekarangan Tanpa Ijin,10
2025,KEBAYORAN LAMA,Mengakibatkan Orang Luka,2
2025,KEBAYORAN LAMA,Narkotika ( Narkoba ),89
2025,KEBAYORAN LAMA,Pemalsuan Surat Otentik,16
2025,KEBAYORAN LAMA,Pemerasan Dan Pengancaman,7
2025,KEBAYORAN LAMA,Pencemaran Nama Baik,3
2025,KEBAYORAN LAMA,Penculikan,1
2025,KEBAYORAN LAMA,Pencurian Biasa,68
2025,KEBAYORAN LAMA,Pencurian Dengan Kekerasan ( Curas ),5
2025,KEBAYORAN LAMA,Pencurian Dengan Pemberatan ( Curat ),81
2025,KEBAYORAN LAMA,Pengancaman,1
2025,KEBAYORAN LAMA,Penganiayaan,36
2025,KEBAYORAN LAMA,Penganiayaan Berat ( Anirat ),18
2025,KEBAYORAN LAMA,Pengeroyokan,14
2025,KEBAYORAN LAMA,Pengerusakan,2
2025,KEBAYORAN LAMA,Penggelapan,87
2025,KEBAYORAN LAMA,Penipuan / Perbuatan Curang,258
2025,KEBAYORAN LAMA,Penyekapan,1
2025,KEBAYORAN LAMA,Perampasan ( Premanisme ),12
2025,KEBAYORAN LAMA,Perbuatan Yang Tidak Menyenangkan,7
2025,KEBAYORAN LAMA,Perlindungan Konsumen,2
2025,KEBAYORAN LAMA,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,KEBAYORAN LAMA,Perzinahan,1
2025,KEBAYORAN LAMA,Tindak Pidana Dalam Perlindungan Anak,23
2025,KEBAYORAN LAMA,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2025,KEBAYORAN LAMA,UNCLASSIFIED,35
2025,KEBON JERUK,Curanmor R-2,4
2025,KEBON JERUK,Kejahatan Tentang Jaminan Fidusia,1
2025,KEBON JERUK,Kejahatan Tentang Pornografi,2
2025,KEBON JERUK,Kejahatan Tentang Tenaga Kerja,2
2025,KEBON JERUK,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2025,KEBON JERUK,Kejahatan Terkait Merek,79
2025,KEBON JERUK,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,KEBON JERUK,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),5
2025,KEBON JERUK,Kejahatan terkait Tenaga Kesehatan,1
2025,KEBON JERUK,Kekerasan Dalam Rumah Tangga,17
2025,KEBON JERUK,Kekerasan Seksual (KDRT),2
2025,KEBON JERUK,Manipulasi data autentik secara elektronik (ITE),90
2025,KEBON JERUK,Memasuki Pekarangan Tanpa Ijin,7
2025,KEBON JERUK,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2025,KEBON JERUK,Narkotika ( Narkoba ),99
2025,KEBON JERUK,Pemalsuan Mata Uang Dan Uang Kertas,1
2025,KEBON JERUK,Pemalsuan Surat Otentik,20
2025,KEBON JERUK,Pemerasan Dan Pengancaman,2
2025,KEBON JERUK,Pencurian Biasa,36
2025,KEBON JERUK,Pencurian Dengan Kekerasan ( Curas ),5
2025,KEBON JERUK,Pencurian Dengan Pemberatan ( Curat ),88
2025,KEBON JERUK,Pengaduan Palsu,2
2025,KEBON JERUK,Pengancaman,7
2025,KEBON JERUK,Penganiayaan,31
2025,KEBON JERUK,Penganiayaan Berat ( Anirat ),3
2025,KEBON JERUK,Pengeroyokan,20
2025,KEBON JERUK,Pengerusakan,2
2025,KEBON JERUK,Penggelapan,68
2025,KEBON JERUK,Penghinaan,1
2025,KEBON JERUK,Penipuan / Perbuatan Curang,113
2025,KEBON JERUK,Penyalahgunaan Wewenang,4
2025,KEBON JERUK,Penyerobotan Tanah,2
2025,KEBON JERUK,Perbuatan Yang Tidak Menyenangkan,4
2025,KEBON JERUK,Percobaan Pencurian,2
2025,KEBON JERUK,Perlindungan Konsumen,3
2025,KEBON JERUK,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,4
2025,KEBON JERUK,Psikotropika ( Narkoba ),1
2025,KEBON JERUK,Tindak Pidana Dalam Perlindungan Anak,8
2025,KEBON JERUK,UNCLASSIFIED,37
2025,KELAPA GADING,Cabul,1
2025,KELAPA GADING,Curanmor R-2,24
2025,KELAPA GADING,Hak Atas Kekayaan Intelektual ( HAKI ),3
2025,KELAPA GADING,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2025,KELAPA GADING,Kejahatan Lingkungan Hidup,1
2025,KELAPA GADING,Kejahatan Tentang Jaminan Fidusia,12
2025,KELAPA GADING,Kejahatan Tentang Konservasi Sumber Daya Alam Hayati Dan Ekosistem,1
2025,KELAPA GADING,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),3
2025,KELAPA GADING,Kejahatan Tentang Tenaga Kerja,1
2025,KELAPA GADING,Kejahatan Terkait Merek,3
2025,KELAPA GADING,Kejahatan Terkait Rahasia Dagang,1
2025,KELAPA GADING,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),4
2025,KELAPA GADING,Kejahatan terkait Tenaga Kesehatan,3
2025,KELAPA GADING,Kekerasan Dalam Rumah Tangga,10
2025,KELAPA GADING,Kekerasan Seksual (KDRT),8
2025,KELAPA GADING,Manipulasi data autentik secara elektronik (ITE),88
2025,KELAPA GADING,Memasuki Pekarangan Tanpa Ijin,2
2025,KELAPA GADING,Membahayakan Keamanan Umum Bagi  Orang / Barang,1
2025,KELAPA GADING,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2025,KELAPA GADING,Mucikari ( Pelacuran ),1
2025,KELAPA GADING,Narkotika ( Narkoba ),64
2025,KELAPA GADING,Pemalsuan Mata Uang Dan Uang Kertas,1
2025,KELAPA GADING,Pemalsuan Surat Otentik,14
2025,KELAPA GADING,Pemerasan Dan Pengancaman,2
2025,KELAPA GADING,Penadahan,1
2025,KELAPA GADING,Pencemaran Nama Baik,5
2025,KELAPA GADING,Pencurian Biasa,35
2025,KELAPA GADING,Pencurian Dengan Kekerasan ( Curas ),2
2025,KELAPA GADING,Pencurian Dengan Pemberatan ( Curat ),44
2025,KELAPA GADING,Pencurian Ringan,13
2025,KELAPA GADING,Penganiayaan,31
2025,KELAPA GADING,Penganiayaan Berat ( Anirat ),11
2025,KELAPA GADING,Pengeroyokan,19
2025,KELAPA GADING,Pengerusakan,7
2025,KELAPA GADING,Penggelapan,62
2025,KELAPA GADING,Penghinaan,2
2025,KELAPA GADING,Penipuan / Perbuatan Curang,124
2025,KELAPA GADING,Penyerobotan Tanah,2
2025,KELAPA GADING,Perampasan ( Premanisme ),1
2025,KELAPA GADING,Perbankan,2
2025,KELAPA GADING,Perbuatan Yang Tidak Menyenangkan,6
2025,KELAPA GADING,Perkosaan,1
2025,KELAPA GADING,Perlindungan Konsumen,1
2025,KELAPA GADING,Perzinahan,3
2025,KELAPA GADING,Tindak Pidana Dalam Perlindungan Anak,20
2025,KELAPA GADING,UNCLASSIFIED,15
2025,KEMAYORAN,Curanmor R-2,83
2025,KEMAYORAN,Hak Atas Kekayaan Intelektual ( HAKI ),1
2025,KEMAYORAN,Kejahatan Tentang Jaminan Fidusia,5
2025,KEMAYORAN,Kejahatan Tentang Pornografi,1
2025,KEMAYORAN,Kejahatan Tentang Tenaga Kerja,1
2025,KEMAYORAN,Kejahatan Terkait Perlindungan Data Pribadi,3
2025,KEMAYORAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2025,KEMAYORAN,Kejahatan terkait Tenaga Kesehatan,3
2025,KEMAYORAN,Kekerasan Dalam Rumah Tangga,35
2025,KEMAYORAN,Kekerasan Seksual (KDRT),9
2025,KEMAYORAN,Manipulasi data autentik secara elektronik (ITE),107
2025,KEMAYORAN,Memasuki Pekarangan Tanpa Ijin,6
2025,KEMAYORAN,Narkotika ( Narkoba ),80
2025,KEMAYORAN,Pemalsuan Surat Otentik,22
2025,KEMAYORAN,Pemerasan Dan Pengancaman,10
2025,KEMAYORAN,Pencemaran Nama Baik,8
2025,KEMAYORAN,Pencurian Biasa,172
2025,KEMAYORAN,Pencurian Dengan Kekerasan ( Curas ),21
2025,KEMAYORAN,Pencurian Dengan Pemberatan ( Curat ),306
2025,KEMAYORAN,Pencurian Ringan,1
2025,KEMAYORAN,Pencurian dalam lingkungan keluarga,2
2025,KEMAYORAN,Pengaduan Palsu,3
2025,KEMAYORAN,Pengancaman,3
2025,KEMAYORAN,Penganiayaan,61
2025,KEMAYORAN,Penganiayaan Berat ( Anirat ),7
2025,KEMAYORAN,Pengeroyokan,28
2025,KEMAYORAN,Pengerusakan,10
2025,KEMAYORAN,Penggelapan,82
2025,KEMAYORAN,Penghinaan,2
2025,KEMAYORAN,Penipuan / Perbuatan Curang,395
2025,KEMAYORAN,Penyekapan,1
2025,KEMAYORAN,Penyerobotan Tanah,3
2025,KEMAYORAN,Perbankan,1
2025,KEMAYORAN,Perbuatan Yang Tidak Menyenangkan,11
2025,KEMAYORAN,Percobaan Pencurian,5
2025,KEMAYORAN,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2025,KEMAYORAN,Perkosaan,2
2025,KEMAYORAN,Perlindungan Konsumen,1
2025,KEMAYORAN,Perzinahan,3
2025,KEMAYORAN,Sumpah Palsu Dan Keterangan Palsu,11
2025,KEMAYORAN,Terhadap ketertiban umum,1
