year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total,reason
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Penggelapan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Penghinaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Penipuan / Perbuatan Curang,37,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,CEMPAKA PUTIH,,70,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,KEMAYORAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Judi,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),11,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Manipulasi data autentik secara elektronik (ITE),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Narkotika ( Narkoba ),40,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Pencurian Biasa,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Pencurian Dengan Pemberatan ( Curat ),12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Penganiayaan,9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Pengeroyokan,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Penggelapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Penipuan / Perbuatan Curang,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Perbuatan Yang Tidak Menyenangkan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Percobaan Pencurian,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,CEMPAKA PUTIH,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,JOHAR BARU,,44,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,KEMAYORAN,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,MAKASAR,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,PASAR MINGGU,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,SAWAH BESAR,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,SENEN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,TAMBORA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,TEBET,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Curanmor R-2,121,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pemalsuan Surat Otentik,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pemerasan Dan Pengancaman,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencemaran Nama Baik,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencurian Biasa,54,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencurian Dengan Kekerasan ( Curas ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencurian Dengan Pemberatan ( Curat ),118,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penganiayaan,9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penganiayaan Berat ( Anirat ),5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pengeroyokan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pengerusakan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penggelapan,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penipuan / Perbuatan Curang,81,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Perampasan ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Percobaan Pencurian,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Tindak Pidana Transfer Dana,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,KEMAYORAN,,192,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Narkotika ( Narkoba ),6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pemalsuan Mata Uang Dan Uang Kertas,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pemalsuan Surat Otentik,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pencemaran Nama Baik,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pencurian Biasa,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pencurian Dengan Pemberatan ( Curat ),6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Penganiayaan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Penganiayaan Berat ( Anirat ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Penggelapan,11,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Penipuan / Perbuatan Curang,21,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Percobaan Pencurian,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Terhadap ketertiban umum,9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,GAMBIR,,16,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,SENEN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pemerasan Dan Pengancaman,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pencurian Biasa,33,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pencurian Dengan Kekerasan ( Curas ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pencurian Dengan Pemberatan ( Curat ),92,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pencurian dalam lingkungan keluarga,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Penganiayaan,6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pengeroyokan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Penggelapan,15,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Penipuan / Perbuatan Curang,51,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,MENTENG,,75,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Kekerasan Dalam Rumah Tangga,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Narkotika ( Narkoba ),9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pemerasan Dan Pengancaman,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pencemaran Nama Baik,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pencurian Biasa,37,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pencurian Dengan Kekerasan ( Curas ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pencurian Dengan Pemberatan ( Curat ),30,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Penganiayaan,19,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Penganiayaan Berat ( Anirat ),7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pengeroyokan,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pengerusakan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Penggelapan,21,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Penipuan / Perbuatan Curang,19,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Tindak Pidana Dalam Perlindungan Anak,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,GROGOL PETAMBURAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,KEBON JERUK,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,PALMERAH,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,SENEN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,TANAH ABANG,,60,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Curanmor R-2,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Narkotika ( Narkoba ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Pencurian Biasa,22,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Pencurian Dengan Pemberatan ( Curat ),23,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Penganiayaan,6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Penganiayaan Berat ( Anirat ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Pengeroyokan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Penggelapan,7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,,Penipuan / Perbuatan Curang,15,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SAWAH BESAR,SAWAH BESAR,,13,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Curanmor R-2,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Narkotika ( Narkoba ),5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Pemerasan Dan Pengancaman,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Pencurian Biasa,10,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Pencurian Dengan Pemberatan ( Curat ),9,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Pengeroyokan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Pengerusakan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Penggelapan,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,,Penipuan / Perbuatan Curang,21,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,JOHAR BARU,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,MENTENG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK SENEN,SENEN,,22,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Curanmor R-2,70,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Hak Atas Kekayaan Intelektual ( HAKI ),3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Judi Togel,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Tentang Jaminan Fidusia,24,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Tentang Pornografi,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Tentang Serikat Pekerja,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Tentang Tenaga Kerja,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Terkait Merek,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Terkait Perlindungan Data Pribadi,8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Terkait Rahasia Dagang,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Terkait Senjata Tajam ( Sajam ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kejahatan terkait Tenaga Kesehatan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kekerasan Dalam Rumah Tangga,107,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Kekerasan Seksual (KDRT),24,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Manipulasi data autentik secara elektronik (ITE),491,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Memasuki Pekarangan Tanpa Ijin,14,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Mengakibatkan Orang Luka,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Menghambat Penyidikan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Menyebabkan Orang Mati Karena Kelalaian,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Narkotika ( Narkoba ),316,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pemalsuan Surat Otentik,41,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pemerasan Dan Pengancaman,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pencemaran Nama Baik,32,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penculikan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pencurian Biasa,154,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pencurian Dengan Kekerasan ( Curas ),8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pencurian Dengan Pemberatan ( Curat ),164,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pencurian dalam lingkungan keluarga,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pengaduan Palsu,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pengancaman,12,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penganiayaan,98,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penganiayaan Berat ( Anirat ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pengeroyokan,50,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Pengerusakan,16,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penggelapan,165,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penghinaan,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penipuan / Perbuatan Curang,711,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penyekapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Penyerobotan Tanah,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perampasan ( Premanisme ),20,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perbankan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perbuatan Yang Tidak Menyenangkan,25,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perkelahian Tanding,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perlindungan Konsumen,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Perzinahan,6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Psikotropika ( Narkoba ),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Sumpah Palsu Dan Keterangan Palsu,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Terhadap ketertiban umum,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Tindak Pidana Dalam Perlindungan Anak,99,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,,Tindak Pidana Transfer Dana,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,CAKUNG,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,CEMPAKA PUTIH,,5,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,CENGKARENG,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,CILANDAK,,131,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,CIPAYUNG,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,CIRACAS,,4,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,DUREN SAWIT,,9,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,GAMBIR,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,GROGOL PETAMBURAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,JAGAKARSA,,89,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,JATINEGARA,,9,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,JOHAR BARU,,4,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,KEBAYORAN BARU,,231,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,KEBAYORAN LAMA,,117,blank crime type
2024,POLDA METRO JAYA,POLRES METRO JAKARTA SELATAN,,KEBON JERUK,,8,blank crime type
