year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CAKUNG,Narkotika ( Narkoba ),5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Curanmor R-2,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kawin halangan/kawin tanpa ijin,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kejahatan Tentang Jaminan Fidusia,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kejahatan Tentang Pornografi,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kejahatan Terkait Pangan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kekerasan Dalam Rumah Tangga,14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Kekerasan Seksual (KDRT),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Manipulasi data autentik secara elektronik (ITE),23
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Narkotika ( Narkoba ),10
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pemalsuan Surat Otentik,4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pemerasan Dan Pengancaman,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pencemaran Nama Baik,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pencurian Biasa,10
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pencurian Dengan Kekerasan ( Curas ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pencurian Dengan Pemberatan ( Curat ),7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penganiayaan,6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penganiayaan Berat ( Anirat ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pengeroyokan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Pengerusakan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penggelapan,10
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penghinaan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penipuan / Perbuatan Curang,69
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penistaan Agama,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penyekapan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Penyerobotan Tanah,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Perlindungan Konsumen,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Perzinahan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Sumpah Palsu Dan Keterangan Palsu,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,Tindak Pidana Dalam Perlindungan Anak,13
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CENGKARENG,,4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CENGKARENG,Manipulasi data autentik secara elektronik (ITE),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CENGKARENG,Narkotika ( Narkoba ),4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CILANDAK,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CILANDAK,Narkotika ( Narkoba ),7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CILINCING,Narkotika ( Narkoba ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CIPAYUNG,Narkotika ( Narkoba ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CIRACAS,Narkotika ( Narkoba ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,DUREN SAWIT,,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,DUREN SAWIT,Narkotika ( Narkoba ),4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,,11
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Cabul,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Kejahatan Tentang Jaminan Fidusia,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Kejahatan Tentang Pornografi,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Kejahatan Terkait Merek,7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Kejahatan Terkait Perlindungan Data Pribadi,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Kekerasan Dalam Rumah Tangga,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Kekerasan Seksual (KDRT),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Manipulasi data autentik secara elektronik (ITE),67
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Narkotika ( Narkoba ),23
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pemalsuan Surat Otentik,9
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pemerasan Dan Pengancaman,6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pencemaran Nama Baik,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pencurian Biasa,51
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pencurian Dengan Pemberatan ( Curat ),60
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pencurian dalam lingkungan keluarga,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pengaduan Palsu,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Penganiayaan,6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Penganiayaan Berat ( Anirat ),2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pengeroyokan,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Pengerusakan,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Penggelapan,34
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Penipuan / Perbuatan Curang,139
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Penyekapan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Penyerobotan Tanah,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Perbankan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Perbuatan Yang Tidak Menyenangkan,10
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Perzinahan,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Sumpah Palsu Dan Keterangan Palsu,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Terhadap ketertiban umum,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,Tindak Pidana Dalam Perlindungan Anak,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GROGOL PETAMBURAN,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GROGOL PETAMBURAN,Narkotika ( Narkoba ),14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GROGOL PETAMBURAN,Penipuan / Perbuatan Curang,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JAGAKARSA,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JAGAKARSA,Narkotika ( Narkoba ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JATINEGARA,Narkotika ( Narkoba ),5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,,9
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Curanmor R-2,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Kejahatan Tentang Jaminan Fidusia,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Kekerasan Dalam Rumah Tangga,12
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Manipulasi data autentik secara elektronik (ITE),38
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Memasuki Pekarangan Tanpa Ijin,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Narkotika ( Narkoba ),14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pemalsuan Surat Otentik,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pencemaran Nama Baik,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pencurian Biasa,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pencurian Dengan Pemberatan ( Curat ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pencurian dalam lingkungan keluarga,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pengaduan Palsu,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Penganiayaan,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Penganiayaan Berat ( Anirat ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pengeroyokan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Pengerusakan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Penggelapan,6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Penghinaan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Penipuan / Perbuatan Curang,46
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Penyerobotan Tanah,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Perbuatan Yang Tidak Menyenangkan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Perlindungan Konsumen,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Perzinahan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,Tindak Pidana Dalam Perlindungan Anak,12
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KALI DERES,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KALI DERES,Narkotika ( Narkoba ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBAYORAN BARU,Narkotika ( Narkoba ),4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBAYORAN BARU,Pencurian Biasa,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBAYORAN LAMA,Narkotika ( Narkoba ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBON JERUK,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBON JERUK,Narkotika ( Narkoba ),14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KELAPA GADING,,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KELAPA GADING,Narkotika ( Narkoba ),11
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KELAPA GADING,Pencurian Biasa,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,,25
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Curanmor R-2,20
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Kejahatan Tentang Jaminan Fidusia,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Kejahatan Tentang Pornografi,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Kejahatan Terkait Perlindungan Data Pribadi,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Kejahatan terkait Tenaga Kesehatan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Kekerasan Dalam Rumah Tangga,35
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Kekerasan Seksual (KDRT),8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Manipulasi data autentik secara elektronik (ITE),86
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Memasuki Pekarangan Tanpa Ijin,4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Narkotika ( Narkoba ),34
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pemalsuan Surat Otentik,14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pemerasan Dan Pengancaman,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pencemaran Nama Baik,6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pencurian Biasa,55
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pencurian Dengan Kekerasan ( Curas ),10
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pencurian Dengan Pemberatan ( Curat ),129
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pencurian dalam lingkungan keluarga,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pengaduan Palsu,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pengancaman,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Penganiayaan,41
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Penganiayaan Berat ( Anirat ),5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pengeroyokan,15
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Pengerusakan,7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Penggelapan,63
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Penghinaan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Penipuan / Perbuatan Curang,211
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Penyerobotan Tanah,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Perbankan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Perbuatan Yang Tidak Menyenangkan,7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Perkosaan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Perlindungan Konsumen,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Perzinahan,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Sumpah Palsu Dan Keterangan Palsu,7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Terhadap ketertiban umum,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Tindak Pidana Dalam Perlindungan Anak,15
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,Tindak Pidana Transfer Dana,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMBANGAN,Narkotika ( Narkoba ),5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMBANGAN,Penggelapan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KOJA,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KRAMAT JATI,,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KRAMAT JATI,Narkotika ( Narkoba ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MAKASAR,Narkotika ( Narkoba ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MAMPANG PRAPATAN,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MAMPANG PRAPATAN,Narkotika ( Narkoba ),8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MATRAMAN,Narkotika ( Narkoba ),8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MATRAMAN,Perkosaan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Kejahatan Tentang Jaminan Fidusia,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Kekerasan Dalam Rumah Tangga,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Kekerasan Seksual (KDRT),6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Manipulasi data autentik secara elektronik (ITE),54
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Narkotika ( Narkoba ),8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pemalsuan Surat Otentik,7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pemerasan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pemerasan Dan Pengancaman,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pencemaran Nama Baik,4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pencurian Biasa,47
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pencurian Dengan Kekerasan ( Curas ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pencurian Dengan Pemberatan ( Curat ),46
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pengaduan Palsu,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Penganiayaan,14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Penganiayaan Berat ( Anirat ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pengeroyokan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Pengerusakan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Penggelapan,30
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Penipuan / Perbuatan Curang,125
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Perbankan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Perbuatan Yang Tidak Menyenangkan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Perlindungan Konsumen,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Perzinahan,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Sumpah Palsu Dan Keterangan Palsu,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Terhadap ketertiban umum,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Tindak Pidana Dalam Perlindungan Anak,8
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,Tindak Pidana Transfer Dana,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PADEMANGAN,Manipulasi data autentik secara elektronik (ITE),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PADEMANGAN,Narkotika ( Narkoba ),7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PADEMANGAN,Pencurian Dengan Pemberatan ( Curat ),2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PALMERAH,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PALMERAH,Kejahatan terkait Tenaga Kesehatan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PALMERAH,Narkotika ( Narkoba ),16
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PALMERAH,Penggelapan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PALMERAH,Penipuan / Perbuatan Curang,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PANCORAN,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PANCORAN,Narkotika ( Narkoba ),6
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PANCORAN,Penipuan / Perbuatan Curang,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PASAR MINGGU,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PASAR MINGGU,Narkotika ( Narkoba ),3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PASAR REBO,Narkotika ( Narkoba ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PENJARINGAN,,2
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PENJARINGAN,Kejahatan terkait Tenaga Kesehatan,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PENJARINGAN,Manipulasi data autentik secara elektronik (ITE),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PENJARINGAN,Narkotika ( Narkoba ),7
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PESANGGRAHAN,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PESANGGRAHAN,Narkotika ( Narkoba ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PULO GADUNG,,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PULO GADUNG,Narkotika ( Narkoba ),14
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PULO GADUNG,Penipuan / Perbuatan Curang,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,,12
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Curanmor R-2,4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Kejahatan Tentang Jaminan Fidusia,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Kejahatan Tentang Pornografi,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Kejahatan Terkait Perlindungan Data Pribadi,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Kekerasan Dalam Rumah Tangga,11
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Kekerasan Seksual (KDRT),4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Manipulasi data autentik secara elektronik (ITE),46
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Memasuki Pekarangan Tanpa Ijin,1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Narkotika ( Narkoba ),39
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pemalsuan Surat Otentik,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pemerasan Dan Pengancaman,3
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pencemaran Nama Baik,4
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pencurian Biasa,37
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pencurian Dengan Kekerasan ( Curas ),1
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pencurian Dengan Pemberatan ( Curat ),85
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Pengancaman,5
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Penganiayaan,17
2025,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,Penganiayaan Berat ( Anirat ),6
